,Unnamed: 0,LNG,LAT,Año,Fecha,Hora,Fallecidos,Graves,Menos_Grav,Leves,Causa_CON,Tipo_CONA,Count_acc
1177,1177,-70.0915698,-20.2734677,2018,2018-11-10,05:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1177
1178,1178,-70.0986734,-20.2637153,2018,2018-11-11,06:10:00,0,0,0,1,CAUSAS NO DETERMINADAS,ATROPELLO,1178
1179,1179,-70.1252866,-20.2490984,2018,2018-11-14,00:15:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1179
1180,1180,-70.1358294,-20.2325448,2018,2018-11-15,18:00:00,0,1,0,0,CAUSAS NO DETERMINADAS,ATROPELLO,1180
1181,1181,-70.1337269,-20.2468291,2018,2018-11-16,11:13:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1181
1182,1182,-70.1323614,-20.2603704,2018,2018-11-16,20:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1182
1183,1183,-70.1370717,-20.2249004,2018,2018-11-16,20:15:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1183
1184,1184,-70.1380641,-20.2248356,2018,2018-11-16,21:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1184
1185,1185,-70.139754,-20.2247382,2018,2018-11-17,12:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1185
1186,1186,-70.1354497,-20.2293811,2018,2018-11-17,20:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1186
1187,1187,-70.1397309,-20.2372733,2018,2018-11-17,04:20:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1187
1188,1188,-70.1412722,-20.2386093,2018,2018-11-18,02:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1188
1189,1189,-70.131271,-20.2464084,2018,2018-11-19,07:45:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1189
1190,1190,-70.1377892,-20.2164596,2018,2018-11-19,15:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1190
1191,1191,-70.1388275,-20.2133583,2018,2018-11-19,21:00:00,0,0,0,0,OTRAS CAUSAS,CHOQUE,1191
1192,1192,-70.0943765,-20.2711142,2018,2018-11-17,15:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1192
1193,1193,-70.1326311,-20.2512632,2018,2018-11-20,01:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1193
1194,1194,-70.1336624,-20.2566916,2018,2018-11-20,11:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1194
1195,1195,-70.1007775,-20.280345,2018,2018-11-20,10:00:00,0,0,0,1,OTRAS CAUSAS,VOLCADURA,1195
1196,1196,-70.1539826,-20.2183852,2018,2018-11-20,04:10:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1196
1197,1197,-70.1331259,-20.221972,2018,2018-11-21,08:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1197
1198,1198,-70.125358,-20.2684928,2018,2018-11-21,08:40:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1198
1199,1199,-70.1257259,-20.2514502,2018,2018-11-21,09:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1199
1200,1200,-70.1272714,-20.260256,2018,2018-11-21,16:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1200
1201,1201,-70.1513672,-20.2232761,2018,2018-11-22,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1201
1202,1202,-70.1450323,-20.2159207,2018,2018-11-22,16:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1202
1203,1203,-70.1343242,-20.2476637,2018,2018-11-22,09:20:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,1203
1204,1204,-70.1380641,-20.2248356,2018,2018-11-22,08:30:00,0,0,1,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1204
1205,1205,-70.1397646,-20.2375795,2018,2018-11-23,19:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1205
1206,1206,-70.1430315,-20.2225572,2018,2018-11-23,22:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1206
1207,1207,-70.1441063,-20.2416778,2018,2018-11-25,12:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1207
1208,1208,-70.1001237,-20.2788915,2018,2018-11-24,02:05:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1208
1209,1209,-70.1359998,-20.229588,2018,2018-11-26,05:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1209
1210,1210,-70.146176,-20.2285158,2018,2018-11-26,08:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1210
1211,1211,-70.1117138,-20.2999346,2018,2018-11-27,03:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1211
1212,1212,-70.1278889,-20.2600705,2018,2018-09-30,10:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1212
1213,1213,-70.1356692,-20.2307033,2018,2018-09-30,06:25:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1213
1214,1214,-70.1426252,-20.2129089,2018,2018-09-30,02:30:00,0,0,0,1,ALCOHOL EN CONDUCTOR,COLISION,1214
1215,1215,-70.1307042,-20.2297799,2018,2018-01-11,20:30:00,0,1,0,1,FALLAS MECANICAS,ATROPELLO,1215
1216,1216,-70.1476999,-20.2207047,2018,2018-10-01,18:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1216
1217,1217,-70.131534,-20.2887392,2018,2018-10-01,16:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1217
1218,1218,-70.1475805,-20.2278158,2018,2018-10-02,02:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1218
1219,1219,-70.1376618,-20.2257457,2018,2018-10-02,14:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1219
1220,1220,-70.1319383,-20.25145,2018,2018-10-02,15:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1220
1221,1221,-70.1374529,-20.2455677,2018,2018-10-03,08:15:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1221
1222,1222,-70.1286078,-20.244502,2018,2018-10-04,10:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1222
1223,1223,-70.1411798,-20.2301432,2018,2018-10-04,13:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1223
1224,1224,-70.1453448,-20.2187327,2018,2018-10-05,18:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1224
1225,1225,-70.1298877,-20.2723625,2018,2018-10-05,10:25:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1225
1226,1226,-70.14698,-20.2244134,2018,2018-10-05,07:35:00,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,1226
1227,1227,-70.1441315,-20.2144567,2018,2018-10-06,09:20:00,0,0,0,4,DESOBEDIENCIA A SEÑALIZACION,COLISION,1227
1228,1228,-70.1369893,-20.2407675,2018,2018-10-07,08:30:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,1228
1229,1229,-70.149037,-20.2205113,2018,2018-10-07,21:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1229
1230,1230,-70.1348309,-20.2220637,2018,2018-10-07,20:35:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1230
1231,1231,-70.1399327,-20.2111121,2018,2018-10-08,07:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1231
1232,1232,-70.1428339,-20.2145966,2018,2018-10-08,07:45:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1232
1233,1233,-70.1048736,-20.2925751,2018,2018-10-01,07:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1233
1234,1234,-70.137367,-20.222924,2018,2018-10-09,16:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1234
1235,1235,-70.1485311,-20.2139934,2018,2018-10-09,17:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1235
1236,1236,-70.129137,-20.2616614,2018,2018-10-09,07:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1236
1237,1237,-70.1276021,-20.2817194,2018,2018-10-09,08:30:00,0,0,0,0,VELOCIDAD IMPRUDENTE,COLISION,1237
1238,1238,-70.1355265,-20.2296636,2018,2018-10-10,13:05:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1238
1239,1239,-70.126647,-20.2616649,2018,2018-10-10,19:50:00,0,0,0,0,FALLAS MECANICAS,CHOQUE,1239
1240,1240,-70.1383942,-20.247585,2018,2018-10-11,18:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1240
1241,1241,-70.1004169,-20.2649718,2018,2018-10-08,15:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1241
1242,1242,-70.094516,-20.2832537,2018,2018-10-11,07:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1242
1243,1243,-70.1460613,-20.2333879,2018,2018-10-11,10:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1243
1244,1244,-70.0923253,-20.2720208,2018,2018-10-26,08:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1244
1245,1245,-70.1421653,-20.2431573,2018,2018-10-13,05:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1245
1246,1246,-70.1048736,-20.2925751,2018,2018-10-13,11:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1246
1247,1247,-70.1058554,-20.2734785,2018,2018-10-13,12:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1247
1248,1248,-70.1388397,-20.2377082,2018,2018-10-13,19:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1248
1249,1249,-70.1413482,-20.2196755,2018,2018-10-13,05:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1249
1250,1250,-70.1005212,-20.2687204,2018,2018-10-13,00:05:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1250
1251,1251,-70.125236,-20.2734712,2018,2018-10-13,23:11:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1251
1252,1252,-70.1047148,-20.2849394,2018,2018-10-14,18:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1252
1253,1253,-70.098587,-20.2638025,2018,2018-10-15,16:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1253
1254,1254,-70.1415272,-20.220917,2018,2018-10-14,21:50:00,0,0,0,2,ALCOHOL EN CONDUCTOR,COLISION,1254
1255,1255,-70.1392298,-20.2180007,2018,2018-10-15,03:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1255
1256,1256,-70.1389636,-20.2148322,2018,2018-10-16,14:50:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1256
1257,1257,-70.145758,-20.2245555,2018,2018-10-16,07:30:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1257
1258,1258,-70.124514,-20.2717091,2018,2018-10-16,19:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1258
1259,1259,-70.1426512,-20.2387359,2018,2018-10-17,01:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1259
1260,1260,-70.1411798,-20.2301432,2018,2018-10-17,16:50:00,0,1,0,0,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1260
1261,1261,-70.1317441,-20.2430275,2018,2018-10-18,17:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1261
1262,1262,-70.1256228,-20.2561589,2018,2018-10-18,13:50:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1262
1263,1263,-70.1351488,-20.2343387,2018,2018-10-19,03:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1263
1264,1264,-70.1529419,-20.2182824,2018,2018-10-10,12:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1264
1265,1265,-70.1369893,-20.2407675,2018,2018-10-21,21:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1265
1266,1266,-70.0990065,-20.2638522,2018,2018-10-17,15:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1266
1267,1267,-70.1530376,-20.2141648,2018,2018-10-22,06:45:00,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,1267
1268,1268,-70.1027994,-20.2662643,2018,2018-10-17,18:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1268
1269,1269,-70.1492636,-20.2233371,2018,2018-10-22,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1269
1270,1270,-70.1391254,-20.2157415,2018,2018-10-22,12:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1270
1271,1271,-70.1431517,-20.2110519,2018,2018-10-22,11:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1271
1272,1272,-70.1309752,-20.2278732,2018,2018-10-23,06:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1272
1273,1273,-70.1380641,-20.2248356,2018,2018-10-23,07:40:00,0,0,0,2,DESOBEDIENCIA A SEÑALIZACION,COLISION,1273
1274,1274,-70.1380641,-20.2248356,2018,2018-10-23,07:50:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1274
1275,1275,-70.139562,-20.2373067,2018,2018-10-23,21:15:00,0,0,0,1,IMPRUDENCIA DEL PEATON,ATROPELLO,1275
1276,1276,-70.1449725,-20.2409532,2018,2018-10-23,20:35:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1276
1277,1277,-70.1260602,-20.2543166,2018,2018-10-25,03:30:00,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,1277
1278,1278,-70.147656,-20.2215553,2018,2018-10-25,13:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1278
1279,1279,-70.1492636,-20.2233371,2018,2018-10-25,13:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1279
1280,1280,-70.1471837,-20.213684,2018,2018-10-14,18:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1280
1281,1281,-70.1044103,-20.2839611,2018,2018-10-19,11:00:00,0,0,0,0,FALLAS MECANICAS,CHOQUE,1281
1282,1282,-70.1076445,-20.2694813,2018,2018-10-20,13:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1282
1283,1283,-70.1004915,-20.2708908,2018,2018-10-20,19:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1283
1284,1284,-70.1515888,-20.223043,2018,2018-10-26,23:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1284
1285,1285,-70.1391357,-20.2163207,2018,2018-10-26,09:20:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1285
1286,1286,-70.145758,-20.2245555,2018,2018-10-26,13:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1286
1287,1287,-70.1397646,-20.2375795,2018,2018-10-26,18:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1287
1288,1288,-70.1286646,-20.2507313,2018,2018-10-26,20:15:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1288
1289,1289,-70.1251716,-20.2925294,2018,2018-10-26,11:20:00,0,1,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1289
1290,1290,-70.1253664,-20.2622449,2018,2018-10-27,07:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1290
1291,1291,-70.1330221,-20.2265745,2018,2018-10-27,17:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1291
1292,1292,-70.1441315,-20.2144567,2018,2018-10-27,18:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1292
1293,1293,-70.1337959,-20.2332067,2018,2018-10-27,22:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1293
1294,1294,-70.148507,-20.2367763,2018,2018-10-28,11:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1294
1295,1295,-70.1432875,-20.2217721,2018,2018-10-28,21:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1295
1296,1296,-70.1367007,-20.2382195,2018,2018-10-29,14:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1296
1297,1297,-70.1514135,-20.2158858,2018,2018-10-29,11:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1297
1298,1298,-70.0984025,-20.2739785,2018,2018-10-24,17:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1298
1299,1299,-70.1117138,-20.2999346,2018,2018-10-27,07:50:00,0,0,0,0,CAUSAS NO DETERMINADAS,COLISION,1299
1300,1300,-70.1380641,-20.2248356,2018,2018-10-31,11:00:00,0,0,0,2,DESOBEDIENCIA A SEÑALIZACION,COLISION,1300
1301,1301,-70.1548644,-20.2141572,2018,2018-10-31,12:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1301
1302,1302,-70.1343663,-20.2321694,2018,2018-10-31,22:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1302
1303,1303,-70.1347762,-20.2212884,2018,2018-10-31,20:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1303
1304,1304,-70.0821185,-20.2621749,2018,2018-10-29,21:50:00,0,0,0,0,FALLAS MECANICAS,CHOQUE,1304
1305,1305,-70.1348006,-20.2524689,2018,2018-10-31,07:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1305
1306,1306,-70.1360827,-20.2409125,2018,2018-11-01,21:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1306
1307,1307,-70.1298393,-20.227256,2018,2018-11-01,13:00:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1307
1308,1308,-70.1411949,-20.2353763,2018,2018-11-02,18:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1308
1309,1309,-70.1286078,-20.244502,2018,2018-11-02,10:50:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1309
1310,1310,-70.1257935,-20.2683968,2018,2018-11-02,17:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1310
1311,1311,-70.1093728,-20.2516101,2018,2018-11-03,18:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1311
1312,1312,-70.1398155,-20.2256436,2018,2018-11-03,18:30:00,0,0,0,1,ALCOHOL EN PEATON,ATROPELLO,1312
1313,1313,-70.1319383,-20.25145,2018,2018-11-03,22:25:00,0,0,0,2,IMPRUDENCIA DEL CONDUCTOR,COLISION,1313
1314,1314,-70.1494435,-20.2364956,2018,2018-11-05,04:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1314
1315,1315,-70.1492636,-20.2233371,2018,2018-11-06,07:49:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1315
1316,1316,-70.1515497,-20.2192287,2018,2018-11-06,09:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1316
1317,1317,-70.1513672,-20.2232761,2018,2018-11-06,15:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1317
1318,1318,-70.1365985,-20.2306836,2018,2018-11-07,18:00:00,0,0,0,2,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1318
1319,1319,-70.1487918,-20.2263676,2018,2018-11-08,08:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1319
1320,1320,-70.1461855,-20.2394862,2018,2018-11-08,16:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1320
1321,1321,-70.143625,-20.2177736,2018,2018-11-09,13:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1321
1322,1322,-70.1446436,-20.226501,2018,2018-11-09,12:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1322
1323,1323,-70.1519296,-20.2207403,2018,2018-11-09,14:29:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1323
1324,1324,-70.1356692,-20.2307033,2018,2018-11-09,18:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1324
1325,1325,-70.1436832,-20.2350011,2018,2018-11-10,13:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1325
1326,1326,-70.1391838,-20.2173917,2018,2018-11-10,18:50:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1326
1327,1327,-70.1383434,-20.2386128,2018,2018-11-10,21:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1327
1328,1328,-70.1069645,-20.2571962,2018,2018-11-01,14:50:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1328
1329,1329,-70.1355121,-20.2301831,2018,2018-11-12,00:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1329
1330,1330,-70.1331554,-20.2453329,2018,2018-11-13,03:30:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,1330
1331,1331,-70.1392298,-20.2180007,2018,2018-11-13,18:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1331
1332,1332,-70.1261584,-20.2719521,2018,2018-11-13,20:07:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1332
1333,1333,-70.1357654,-20.2317464,2018,2018-11-13,15:15:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1333
1334,1334,-70.1050536,-20.2634765,2018,2018-11-06,10:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1334
1335,1335,-70.1411798,-20.2301432,2018,2018-11-06,17:00:00,0,0,0,1,IMPRUDENCIA DEL PASAJERO,CAIDA,1335
1336,1336,-70.0935835,-20.2787886,2018,2018-11-09,07:05:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1336
1337,1337,-70.131733,-20.2278591,2018,2018-11-14,11:15:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1337
1338,1338,-70.1297933,-20.2080995,2018,2018-11-14,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1338
1339,1339,-70.1342417,-20.255713,2018,2018-11-14,18:50:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1339
1340,1340,-70.1300008,-20.2258286,2018,2018-11-14,22:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1340
1341,1341,-70.1293672,-20.2409995,2018,2018-11-14,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1341
1342,1342,-70.1021922,-20.2775307,2018,2018-11-09,07:40:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CAIDA,1342
1343,1343,-70.101853,-20.2705741,2018,2018-11-11,20:25:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1343
1344,1344,-70.1009194,-20.2842616,2018,2018-11-12,18:25:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1344
1345,1345,-70.1356692,-20.2307033,2018,2018-11-15,11:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1345
1346,1346,-70.1381101,-20.2484469,2018,2018-11-15,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1346
1347,1347,-70.1513845,-20.2130592,2018,2018-11-16,12:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1347
1348,1348,-70.1275957,-20.2498961,2018,2018-11-16,20:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1348
1349,1349,-70.1369893,-20.2407675,2018,2018-11-16,21:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1349
1350,1350,-70.1298939,-20.2375058,2018,2018-11-16,21:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1350
1351,1351,-70.1363117,-20.2300565,2018,2018-11-06,09:50:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1351
1352,1352,-70.151652,-20.2125097,2018,2018-11-17,18:29:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1352
1353,1353,-70.1395828,-20.2219834,2018,2018-11-17,22:50:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,1353
1354,1354,-70.1281088,-20.2868719,2018,2018-11-17,21:00:00,0,0,0,0,ALCOHOL EN CONDUCTOR,VOLCADURA,1354
1355,1355,-70.1046037,-20.2623582,2018,2018-11-13,07:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1355
1356,1356,-70.1469695,-20.2395639,2018,2018-11-18,19:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,1356
1357,1357,-70.1025442,-20.2662507,2018,2018-11-14,07:53:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1357
1358,1358,-70.0972785,-20.2743469,2018,2018-11-15,13:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,1358
1359,1359,-70.1084981,-20.2776575,2018,2018-11-15,11:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,1359
1360,1360,-70.1334288,-20.2252579,2018,2018-11-18,03:15:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1360
1361,1361,-70.1485122,-20.2135226,2018,2018-11-19,05:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,1361
1362,1362,-70.1039479,-20.2897322,2018,2018-11-16,09:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,1362
1363,1363,-70.1329274,-20.2468369,2018,2018-11-19,15:00:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,1363
